Rank,Last2 (1字+譜),Last3 (2字+譜),Last4 (3字+譜),Last5 (4字+譜),Last6 (5字+譜),Last7 (6字+譜),Last8 (7字+譜),Last9 (8字+譜)
1298,,対銭譜 (1),恒元系譜 (1),公畧御年譜 (1),,,,
1299,,化句譜 (1),淡水系譜 (1),公嗣君略譜 (1),,,,
1300,,実画譜 (1),頼秀系譜 (1),大応公略譜 (1),,,,
1301,,英画譜 (1),夫也系譜 (1),謙徳公畧譜 (1),,,,
1302,,亭石譜 (1),政雄系譜 (1),楽筝音取譜 (1),,,,
1303,,花果譜 (1),支流系譜 (1),の菅家累譜 (1),,,,
1304,,真研譜 (1),正御家譜 (1),従五位等譜 (1),,,,
1305,,葉印譜 (1),章政年譜 (1),仕候に付譜 (1),,,,
1306,,畧印譜 (1),政公年譜 (1),佐守家略譜 (1),,,,
1307,,鑑図譜 (1),峰楼印譜 (1),図并御家譜 (1),,,,
1308,,士印譜 (1),並大鼓譜 (1),千代吉家譜 (1),,,,
1309,,寛印譜 (1),寺觱楽譜 (1),松枝氏家譜 (1),,,,
1310,,糸印譜 (1),法貫通譜 (1),堂先生年譜 (1),,,,
1311,,亭印譜 (1),書道系譜 (1),梅花喜神譜 (1),,,,
1312,,爪印譜 (1),雄峯印譜 (1),朱夫子年譜 (1),,,,
1313,,苗印譜 (1),寧居印譜 (1),文忠公年譜 (1),,,,
1314,,迂印譜 (1),雲影印譜 (1),村先生年譜 (1),,,,
1315,,舞全譜 (1),畊泰印譜 (1),考集古圖譜 (1),,,,
1316,,七音譜 (1),器斎印譜 (1),仙臺黄門譜 (1),,,,
1317,,留真譜 (1),蝶軒印譜 (1),諸家畧系譜 (1),,,,
1318,,氏銃譜 (1),寧楼印譜 (1),新田氏系譜 (1),,,,
1319,,史画譜 (1),歴中印譜 (1),伊達家家譜 (1),,,,
1320,,ン源譜 (1),勝職印譜 (1),御代々年譜 (1),,,,
1321,,芳家譜 (1),蔬香印譜 (1),伊達御系譜 (1),,,,
1322,,武家譜 (1),一貫印譜 (1),系譜付略譜 (1),,,,
1323,,君家譜 (1),上杉印譜 (1),並公族略譜 (1),,,,
1324,,客印譜 (1),煙家印譜 (1),佐藤氏系譜 (1),,,,
1325,,撰銭譜 (1),閣私印譜 (1),別所氏家譜 (1),,,,
1326,,西銭譜 (1),雲夢印譜 (1),袖寶古錢譜 (1),,,,
1327,,百蝶譜 (1),越渓印譜 (1),仙臺棟梁譜 (1),,,,
1328,,真魚譜 (1),応挙印譜 (1),介洞書畫譜 (1),,,,
1329,,后略譜 (1),訥庵印譜 (1),池容齋畫譜 (1),,,,
1330,,申氏譜 (1),淡斎印譜 (1),本風景畫譜 (1),,,,
1331,,府家譜 (1),林堂印譜 (1),清默軒印譜 (1),,,,
1332,,史系譜 (1),常信印譜 (1),歴代御印譜 (1),,,,
1333,,間日譜 (1),礼之印譜 (1),作地口畫譜 (1),,,,
1334,,南風譜 (1),九皐印譜 (1),家金銀錢譜 (1),,,,
1335,,里図譜 (1),菊庵印譜 (1),中騷動之譜 (1),,,,
1336,,形花譜 (1),所刻印譜 (1),甲斐喧嘩譜 (1),,,,
1337,,聚禽譜 (1),遇所印譜 (1),流刑閉門譜 (1),,,,
1338,,鳥禽譜 (1),菱湖印譜 (1),良覚院家譜 (1),,,,
1339,,軒禽譜 (1),後雪印譜 (1),右衛門家譜 (1),,,,
1340,,上画譜 (1),源鱗印譜 (1),水道閑系譜 (1),,,,
1341,,流画譜 (1),道彦印譜 (1),原国包家譜 (1),,,,
1342,,図絵譜 (1),桑古印譜 (1),孫兵衛年譜 (1),,,,
1343,,村家譜 (1),仙歌印譜 (1),筆同人家譜 (1),,,,
1344,,草石譜 (1),其他印譜 (1),齋先生年譜 (1),,,,
1345,,嶽石譜 (1),杉風印譜 (1),留守氏家譜 (1),,,,
1346,,津石譜 (1),紫川印譜 (1),1卷東音譜 (1),,,,
1347,,湖魚譜 (1),翠館印譜 (1),録1卷鼓譜 (1),,,,
1348,,華魚譜 (1),松庵印譜 (1),英一蝶畫譜 (1),,,,
1349,,洲虫譜 (1),竹処印譜 (1),説文字原譜 (1),,,,
1350,,化石譜 (1),禅師印譜 (1),相傳血脉譜 (1),,,,
1351,,館獣譜 (1),倭漢印譜 (1),槻民治家譜 (1),,,,
1352,,鯉魚譜 (1),信山印譜 (1),浦之助家譜 (1),,,,
1353,,宝魚譜 (1),竹園印譜 (1),工國包家譜 (1),,,,
1354,,漢鳥譜 (1),星巌印譜 (1),孫兵衞家譜 (1),,,,
1355,,瞿麦譜 (1),赤氏印譜 (1),雅山水畫譜 (1),,,,
1356,,楽統譜 (1),是真印譜 (1),水樹石畫譜 (1),,,,
1357,,陵篳譜 (1),雪堂印譜 (1),齋集古印譜 (1),,,,
1358,,子密譜 (1),筌蹄印譜 (1),々銘判圖譜 (1),,,,
1359,,新作譜 (1),山人款譜 (1),首小傳系譜 (1),,,,
1360,,弾法譜 (1),求古印譜 (1),東照宮家譜 (1),,,,
1361,,遠楽譜 (1),淡雅印譜 (1),柳館藏泉譜 (1),,,,
1362,,釜図譜 (1),探元印譜 (1),卦爻象系譜 (1),,,,
1363,,少将譜 (1),檀山印譜 (1),片倉御家譜 (1),,,,
1364,,林侯譜 (1),素園印譜 (1),村家御系譜 (1),,,,
1365,,頂系譜 (1),古鋳印譜 (1),平先生年譜 (1),,,,
1366,,様図譜 (1),鬯斎印譜 (1),明清人名譜 (1),,,,
1367,,師系譜 (1),柳居印譜 (1),鮮風俗畫譜 (1),,,,
1368,,哉画譜 (1),華岡印譜 (1),米菴藏筆譜 (1),,,,
1369,,続蛇譜 (1),東海印譜 (1),水北樹画譜 (1),,,,
1370,,人薓譜 (1),雅堂印譜 (1),今稀世泉譜 (1),,,,
1371,,代銭譜 (1),梅逸印譜 (1),斎人物画譜 (1),,,,
1372,,考銭譜 (1),芳林印譜 (1),清名家画譜 (1),,,,
1373,,林名譜 (1),疇篆印譜 (1),治勲章図譜 (1),,,,
1374,,虫魚譜 (1),子竜印譜 (1),士英傑画譜 (1),,,,
1375,,刀盤譜 (1),広重印譜 (1),日本古劔譜 (1),,,,
1376,,師統譜 (1),正賢印譜 (1),双紙褾帋譜 (1),,,,
1377,,年暦譜 (1),房私印譜 (1),清原氏系譜 (1),,,,
1378,,玉図譜 (1),蚊城印譜 (1),血脉道統譜 (1),,,,
1379,,道印譜 (1),道人印譜 (1),嘉諸士系譜 (1),,,,
1380,,佐印譜 (1),鳳山印譜 (1),詩五言畫譜 (1),,,,
1381,,方印譜 (1),僊堂印譜 (1),詩七言畫譜 (1),,,,
1382,,蓉印譜 (1),斉泰印譜 (1),傳八雲琴譜 (1),,,,
1383,,獣図譜 (1),貞喜印譜 (1),大夫花押譜 (1),,,,
1384,,杉略譜 (1),正同印譜 (1),安田氏系譜 (1),,,,
1385,,源略譜 (1),胤昌印譜 (1),豊国公年譜 (1),,,,
1386,,庵扇譜 (1),勝文印譜 (1),士三黨系譜 (1),,,,
1387,,寶銭譜 (1),信亨印譜 (1),歴代帝王譜 (1),,,,
1388,,古銭譜 (1),篤等印譜 (1),日向之国譜 (1),,,,
1389,,長家譜 (1),定能印譜 (1),國朝年號譜 (1),,,,
1390,,侯系譜 (1),茗山印譜 (1),行事ノ年譜 (1),,,,
1391,,中興譜 (1),国芳印譜 (1),ちりき案譜 (1),,,,
1392,,家々譜 (1),以文印譜 (1),飛鳥井家譜 (1),,,,
1393,,生花譜 (1),景順印譜 (1),遠翁略年譜 (1),,,,
1394,,島家譜 (1),西厓印譜 (1),内内遠年譜 (1),,,,
1395,,太建譜 (1),有義印譜 (1),鄭成功系譜 (1),,,,
1396,,罰図譜 (1),閑斎印譜 (1),紀天皇系譜 (1),,,,
1397,,宗系譜 (1),容斎印譜 (1),道尊者年譜 (1),,,,
1398,,筆印譜 (1),田擬印譜 (1),真宗五派譜 (1),,,,
1399,,盆山譜 (1),蘭渓印譜 (1),并三虚靈譜 (1),,,,
1400,,言音譜 (1),柳城印譜 (1),西秦樂意譜 (1),,,,
1401,,摺銭譜 (1),立斎印譜 (1),曲傳授系譜 (1),,,,
1402,,選家譜 (1),定家印譜 (1),太閤記畫譜 (1),,,,
1403,,歌秘譜 (1),府押印譜 (1),外史補系譜 (1),,,,
1404,,島津譜 (1),囀鳳笙譜 (1),氏玉篇韻譜 (1),,,,
1405,,瀬系譜 (1),琵琶古譜 (1),筆法点画譜 (1),,,,
1406,,原龍譜 (1),の緒の譜 (1),田中氏系譜 (1),,,,
1407,,裏方譜 (1),辻家笛譜 (1),和文庫印譜 (1),,,,
1408,,目歌譜 (1),篳篥曲譜 (1),遠楽比巴譜 (1),,,,
1409,,至之譜 (1),懐中略譜 (1),麗楽両絃譜 (1),,,,
1410,,曲略譜 (1),城楽秘譜 (1),高麗曲箏譜 (1),,,,
1411,,印篭譜 (1),酒舞案譜 (1),高麗曲笛譜 (1),,,,
1412,,柑橘譜 (1),飲酒舞譜 (1),授書並楽譜 (1),,,,
1413,,百銭譜 (1),光自筆譜 (1),狛氏打物譜 (1),,,,
1414,,物石譜 (1),楽歌案譜 (1),近真陵王譜 (1),,,,
1415,,入図譜 (1),馬楽案譜 (1),秘曲仮名譜 (1),,,,
1416,,平泉譜 (1),楽笛古譜 (1),國君臣系譜 (1),,,,
1417,,刻系譜 (1),倉蛬古譜 (1),三五之秘譜 (1),,,,
1418,,名家譜 (1),季今様譜 (1),模様振袖譜 (1),,,,
1419,,尾略譜 (1),笛秘伝譜 (1),原氏遺印譜 (1),,,,
1420,,伝統譜 (1),先生茶譜 (1),池田氏家譜 (1),,,,
1421,,者略譜 (1),倭舞歌譜 (1),大神君年譜 (1),,,,
1422,,鳥図譜 (1),海仙画譜 (1),太田氏家譜 (1),,,,
1423,,璃家譜 (1),井氏系譜 (1),行歴代名譜 (1),,,,
1424,,文図譜 (1),甘斎画譜 (1),尾張氏系譜 (1),,,,
1425,,戸図譜 (1),芳文画譜 (1),行堂声明譜 (1),,,,
1426,,楽舞譜 (1),成真写譜 (1),盤渉調の譜 (1),,,,
1427,,古硯譜 (1),墨仙画譜 (1),明曲方章譜 (1),,,,
1428,,馬世譜 (1),百景図譜 (1),寺声明古譜 (1),,,,
1429,,志図譜 (1),抱一画譜 (1),声明相承譜 (1),,,,
1430,,筆墨譜 (1),華鳥画譜 (1),并伽陀仮譜 (1),,,,
1431,,氏派譜 (1),伊木家譜 (1),士習所仮譜 (1),,,,
1432,,家世譜 (1),自記年譜 (1),諸家仮面譜 (1),,,,
1433,,平系譜 (1),西秦樂譜 (1),笛假名案譜 (1),,,,
1434,,越魚譜 (1),訓蒙字譜 (1),新撰笙笛譜 (1),,,,
1435,,宗源譜 (1),新続家譜 (1),定外鳳笙譜 (1),,,,
1436,,正統譜 (1),首御家譜 (1),撰定鳳笙譜 (1),,,,
1437,,尺八譜 (1),徳川系譜 (1),一具撃物譜 (1),,,,
1438,,ぞ画譜 (1),古金図譜 (1),具笙箏両譜 (1),,,,
1439,,今之譜 (1),書上図譜 (1),具笛撃物譜 (1),,,,
1440,,古文譜 (1),西洋記譜 (1),一具鳳笙譜 (1),,,,
1441,,將軍譜 (1),北齋画譜 (1),合香横笛譜 (1),,,,
1442,,し楽譜 (1),東海画譜 (1),香羯鼓之譜 (1),,,,
1443,,八吾譜 (1),秋里家譜 (1),荒啓蒙野譜 (1),,,,
1444,,鎮政譜 (1),名公書譜 (1),附救荒野譜 (1),,,,
1445,,景誌譜 (1),今川家譜 (1),救古館医譜 (1),,,,
1446,,支画譜 (1),笙絃合譜 (1),合薬房方譜 (1),,,,
1447,,話茶譜 (1),箏平調譜 (1),製薬房方譜 (1),,,,
1448,,樫氏譜 (1),水産図譜 (1),軒内科方譜 (1),,,,
1449,,多系譜 (1),外蕃旗譜 (1),合万秋楽譜 (1),,,,
1450,,公正譜 (1),笛鳳笙譜 (1),秋宮横笛譜 (1),,,,
1451,,正系譜 (1),楽曲琴譜 (1),付笠間氏譜 (1),,,,
1452,,壁系譜 (1),介斎良譜 (1),公義公年譜 (1),,,,
1453,,雅画譜 (1),将監系譜 (1),量秋鳳笙譜 (1),,,,
1454,,九画譜 (1),輝綱系譜 (1),繁秋鳳笙譜 (1),,,,
1455,,統世譜 (1),前住世譜 (1),竜秋鳳笙譜 (1),,,,
1456,,藩家譜 (1),還閣琴譜 (1),笙只拍子譜 (1),,,,
1457,,宣書譜 (1),安府系譜 (1),幸秋鳳笙譜 (1),,,,
1458,,俳諧譜 (1),辺氏系譜 (1),語年立系譜 (1),,,,
1459,,雄句譜 (1),辺氏族譜 (1),御田祭歌譜 (1),,,,
1460,,甆壺譜 (1),梅潭年譜 (1),御神楽歌譜 (1),,,,
1461,,代略譜 (1),浦家系譜 (1),流声明私譜 (1),,,,
1462,,会曲譜 (1),亡羊年譜 (1),書伽陀仮譜 (1),,,,
1463,,新曲譜 (1),光信画譜 (1),竹臨調子譜 (1),,,,
1464,,出系譜 (1),慶翠画譜 (1),右方人系譜 (1),,,,
1465,,長八譜 (1),録海棠譜 (1),梅花楼琴譜 (1),,,,
1466,,角圖譜 (1),寫眞畫譜 (1),野流平曲譜 (1),,,,
1467,,巻茶譜 (1),風俵画譜 (1),竜笛仮字譜 (1),,,,
1468,,谷畧譜 (1),寫生圖譜 (1),旦御目見譜 (1),,,,
1469,,篆韻譜 (1),紅葉図譜 (1),初鎧源氏譜 (1),,,,
1470,,火全譜 (1),旌旗図譜 (1),家伝来舞譜 (1),,,,
1471,,後殿譜 (1),三井系譜 (1),言物語系譜 (1),,,,
1472,,略歴譜 (1),井伊家譜 (1),林家右舞譜 (1),,,,
1473,,公之譜 (1),々木家譜 (1),近代家系譜 (1),,,,
1474,,流之譜 (1),入木系譜 (1),林家鳳笙譜 (1),,,,
1475,,藩年譜 (1),田御年譜 (1),八十八曲譜 (1),,,,
1476,,類系譜 (1),睡斎略譜 (1),立合右舞譜 (1),,,,
1477,,事年譜 (1),古硯図譜 (1),猶懐中笙譜 (1),,,,
1478,,君略譜 (1),門蹟系譜 (1),広貫右舞譜 (1),,,,
1479,,公畧譜 (1),流断家譜 (1),広貫琵琶譜 (1),,,,
1480,,音取譜 (1),流筝曲譜 (1),楽和琴秘譜 (1),,,,
1481,,直堅譜 (1),立花家譜 (1),調太食調譜 (1),,,,
1482,,国旗譜 (1),庭園花譜 (1),琵琶四巻譜 (1),,,,
1483,,位等譜 (1),中略系譜 (1),琶引方案譜 (1),,,,
1484,,に付譜 (1),梁麗日譜 (1),楽用篳篥譜 (1),,,,
1485,,達族譜 (1),親長年譜 (1),舞楽用笛譜 (1),,,,
1486,,喜神譜 (1),撰藩翰譜 (1),楽用鳳笙譜 (1),,,,
1487,,黄門譜 (1),断絶家譜 (1),定輔琵琶譜 (1),,,,
1488,,畧系譜 (1),豊範系譜 (1),俗篳篥本譜 (1),,,,
1489,,付略譜 (1),奉行統譜 (1),一節切笛譜 (1),,,,
1490,,族略譜 (1),図并系譜 (1),居一絃琴譜 (1),,,,
1491,,達世譜 (1),名人図譜 (1),授四大曲譜 (1),,,,
1492,,古錢譜 (1),奉行職譜 (1),平岩流乱譜 (1),,,,
1493,,棟梁譜 (1),皇統略譜 (1),平曲四絃譜 (1),,,,
1494,,木畫譜 (1),葭堂琴譜 (1),琵琶一部譜 (1),,,,
1495,,景畫譜 (1),越州年譜 (1),鳳凰管略譜 (1),,,,
1496,,御印譜 (1),関氏略譜 (1),鳳管要略譜 (1),,,,
1497,,口畫譜 (1),一代雑譜 (1),山引声墨譜 (1),,,,
1498,,銀錢譜 (1),古代図譜 (1),管弦之秘譜 (1),,,,
1499,,動之譜 (1),英雄画譜 (1),鳳笙大曲譜 (1),,,,
1500,,喧嘩譜 (1),石斎年譜 (1),笙中小曲譜 (1),,,,
1501,,閉門譜 (1),名刻印譜 (1),鳳笙要略譜 (1),,,,
1502,,門家譜 (1),磐水年譜 (1),鳳笙竜笛譜 (1),,,,
1503,,衛年譜 (1),茂楨年譜 (1),笙呂律秘譜 (1),,,,
1504,,人家譜 (1),自叙年譜 (1),鳴抄付箏譜 (1),,,,
1505,,魚蟲譜 (1),理学図譜 (1),楽外五曲譜 (1),,,,
1506,,卷鼓譜 (1),蘭王系譜 (1),只拍子箏譜 (1),,,,
1507,,體畫譜 (1),種四体譜 (1),只拍子笛譜 (1),,,,
1508,,素畫譜 (1),川家印譜 (1),万秋楽笙譜 (1),,,,
1509,,甲冑譜 (1),武侯年譜 (1),合香大曲譜 (1),,,,
1510,,加管譜 (1),逍遥印譜 (1),秋楽篳篥譜 (1),,,,
1511,,箏略譜 (1),宗匠系譜 (1),万秋楽秘譜 (1),,,,
1512,,樂祕譜 (1),杏聯芳譜 (1),琵琶対照譜 (1),,,,
1513,,字原譜 (1),呂祖年譜 (1),秋楽鳳笙譜 (1),,,,
1514,,治家譜 (1),津守系譜 (1),御田祭楽譜 (1),,,,
1515,,助家譜 (1),歴代印譜 (1),宗声明系譜 (1),,,,
1516,,衞家譜 (1),累代印譜 (1),明相承系譜 (1),,,,
1517,,判圖譜 (1),源氏畧譜 (1),目並詩牌譜 (1),,,,
1518,,傳系譜 (1),旗物図譜 (1),者師弟系譜 (1),,,,
1519,,宮家譜 (1),旗章略譜 (1),田流箏曲譜 (1),,,,
1520,,撰錢譜 (1),旗印図譜 (1),并巫子舞譜 (1),,,,
1521,,藏泉譜 (1),弘化句譜 (1),山井流琴譜 (1),,,,
1522,,巖年譜 (1),果実画譜 (1),神楽歌舞譜 (1),,,,
1523,,象系譜 (1),州英画譜 (1),灌頂附楽譜 (1),,,,
1524,,俗畫譜 (1),々亭石譜 (1),王荒序笙譜 (1),,,,
1525,,藏筆譜 (1),毛花果譜 (1),荒序鳳笙譜 (1),,,,
1526,,卯印譜 (1),留真研譜 (1),荒序舞秘譜 (1),,,,
1527,,和漁譜 (1),春斎印譜 (1),経々頭私譜 (1),,,,
1528,,傑画譜 (1),紅葉印譜 (1),趣経中曲譜 (1),,,,
1529,,古劔譜 (1),会席画譜 (1),球三絃楽譜 (1),,,,
1530,,本画譜 (1),流畧印譜 (1),竜吟仮名譜 (1),,,,
1531,,競畫譜 (1),生花画譜 (1),大曲仮名譜 (1),,,,
1532,,褾帋譜 (1),家花押譜 (1),竜笛大曲譜 (1),,,,
1533,,道統譜 (1),古鑑図譜 (1),笛中小曲譜 (1),,,,
1534,,三光譜 (1),石堂印譜 (1),竜笛秘曲譜 (1),,,,
1535,,假面譜 (1),勉斎印譜 (1),新羅陵王譜 (1),,,,
1536,,寫本譜 (1),居士印譜 (1),塵并糸竹譜 (1),,,,
1537,,笙全譜 (1),香館印譜 (1),呂律風俗譜 (1),,,,
1538,,黨系譜 (1),頼寛印譜 (1),舞人輪作譜 (1),,,,
1539,,之国譜 (1),倉古瓦譜 (1),作古言調譜 (1),,,,
1540,,年號譜 (1),鴻堂印譜 (1),朗詠今様譜 (1),,,,
1541,,ノ年譜 (1),竒亭印譜 (1),並郢曲墨譜 (1),,,,
1542,,樂略譜 (1),山居印譜 (1),伊木氏系譜 (1),,,,
1543,,遂笙譜 (1),鴻爪印譜 (1),佐久間系譜 (1),,,,
1544,,き案譜 (1),蔵書印譜 (1),石井家系譜 (1),,,,
1545,,遠年譜 (1),王家印譜 (1),石川家系譜 (1),,,,
1546,,功系譜 (1),早苗印譜 (1),豆宿禰系譜 (1),,,,
1547,,皇系譜 (1),半迂印譜 (1),勢国士系譜 (1),,,,
1548,,五派譜 (1),菴等印譜 (1),愛日楼印譜 (1),,,,
1549,,虚靈譜 (1),楽舞全譜 (1),浅井氏年譜 (1),,,,
1550,,樂意譜 (1),育唱歌譜 (1),阿蘇氏系譜 (1),,,,
1551,,記畫譜 (1),寺篳篥譜 (1),足立氏系譜 (1),,,,
1552,,篇韻譜 (1),伝血脉譜 (1),田旧家系譜 (1),,,,
1553,,点画譜 (1),本留真譜 (1),目篇訳図譜 (1),,,,
1554,,庫印譜 (1),王氏銃譜 (1),附竹中系譜 (1),,,,
1555,,比巴譜 (1),歴史画譜 (1),藤帯刀系譜 (1),,,,
1556,,狛楽譜 (1),玩具図譜 (1),神戸氏系譜 (1),,,,
1557,,両絃譜 (1),セン源譜 (1),川家諸系譜 (1),,,,
1558,,曲箏譜 (1),道芳家譜 (1),瀬名家系譜 (1),,,,
1559,,並楽譜 (1),宗武家譜 (1),今川氏系譜 (1),,,,
1560,,麗箏譜 (1),新撰銭譜 (1),今城家系譜 (1),,,,
1561,,狛笛譜 (1),東西銭譜 (1),入江家系譜 (1),,,,
1562,,戯系譜 (1),搨真魚譜 (1),岩松氏系譜 (1),,,,
1563,,方舞譜 (1),皇后略譜 (1),島僊子印譜 (1),,,,
1564,,舞俗譜 (1),観氏家譜 (1),宇灊水系譜 (1),,,,
1565,,絃独譜 (1),山申氏譜 (1),宇都宮系譜 (1),,,,
1566,,五略譜 (1),幕府家譜 (1),小路家系譜 (1),,,,
1567,,箏笛譜 (1),川家年譜 (1),卜部家系譜 (1),,,,
1568,,本鼓譜 (1),金氏族譜 (1),漆戸家系譜 (1),,,,
1569,,代名譜 (1),学脈系譜 (1),年表要翰譜 (1),,,,
1570,,三帖譜 (1),埼門系譜 (1),越後国雪譜 (1),,,,
1571,,曲吟譜 (1),河野家譜 (1),副充君系譜 (1),,,,
1572,,頌琴譜 (1),李氏世譜 (1),子皇孫系譜 (1),,,,
1573,,鉦皷譜 (1),外史系譜 (1),錦織氏系譜 (1),,,,
1574,,調の譜 (1),年間日譜 (1),石小山系譜 (1),,,,
1575,,明仮譜 (1),名人年譜 (1),御門家系譜 (1),,,,
1576,,方章譜 (1),全集年譜 (1),親町家系譜 (1),,,,
1577,,明古譜 (1),遊里図譜 (1),大久保系譜 (1),,,,
1578,,相承譜 (1),真形花譜 (1),久保総系譜 (1),,,,
1579,,所仮譜 (1),類聚図譜 (1),古賀氏系譜 (1),,,,
1580,,笙笛譜 (1),類聚禽譜 (1),大河内系譜 (1),,,,
1581,,撰箏譜 (1),千鳥禽譜 (1),大田氏系譜 (1),,,,
1582,,楽曲譜 (1),翁軒禽譜 (1),太田氏系譜 (1),,,,
1583,,箏両譜 (1),政美画譜 (1),小笠原系譜 (1),,,,
1584,,合箏譜 (1),舶上画譜 (1),笠原氏系譜 (1),,,,
1585,,蒙野譜 (1),郡賢押譜 (1),家代々家譜 (1),,,,
1586,,科方譜 (1),画家印譜 (1),奥平家系譜 (1),,,,
1587,,長竹譜 (1),形流画譜 (1),麁配之系譜 (1),,,,
1588,,間氏譜 (1),清香画譜 (1),の細道画譜 (1),,,,
1589,,祭歌譜 (1),像図絵譜 (1),小倉家系譜 (1),,,,
1590,,南宮譜 (1),松村家譜 (1),田一流系譜 (1),,,,
1591,,本琴譜 (1),摹古印譜 (1),愛宕家系譜 (1),,,,
1592,,国音譜 (1),本草石譜 (1),織田氏系譜 (1),,,,
1593,,人長譜 (1),御嶽石譜 (1),智家御系譜 (1),,,,
1594,,舞扇譜 (1),会津石譜 (1),越智略年譜 (1),,,,
1595,,面図譜 (1),浪華魚譜 (1),小幡家系譜 (1),,,,
1596,,残楽譜 (1),奇貝図譜 (1),小部正清譜 (1),,,,
1597,,楼琴譜 (1),丹洲虫譜 (1),保己一年譜 (1),,,,
1598,,仮字譜 (1),貝化石譜 (1),田南畝印譜 (1),,,,
1599,,目見譜 (1),物館獣譜 (1),加賀藩系譜 (1),,,,
1600,,源氏譜 (1),停鯉魚譜 (1),加賀美系譜 (1),,,,
1601,,来舞譜 (1),万宝魚譜 (1),香川氏系譜 (1),,,,
1602,,八曲譜 (1),和漢鳥譜 (1),伝君臣系譜 (1),,,,
1603,,中笙譜 (1),漢花鳥譜 (1),金上家系譜 (1),,,,
1604,,篥要譜 (1),右舞古譜 (1),亀井家系譜 (1),,,,
1605,,琴秘譜 (1),萓陵篳譜 (1),士本末系譜 (1),,,,
1606,,白増譜 (1),調子密譜 (1),晁山水畫譜 (1),,,,
1607,,食調譜 (1),来新作譜 (1),福善齋畫譜 (1),,,,
1608,,表白譜 (1),琴弾法譜 (1),代名公畫譜 (1),,,,
1609,,琶雑譜 (1),陀附物譜 (1),倭人物畫譜 (1),,,,
1610,,四巻譜 (1),郢曲案譜 (1),十竹齋畫譜 (1),,,,
1611,,方案譜 (1),曲篳篥譜 (1),菅家御系譜 (1),,,,
1612,,巴笛譜 (1),湯釜図譜 (1),菅家御年譜 (1),,,,
1613,,笛箏譜 (1),達家略譜 (1),家正統系譜 (1),,,,
1614,,用笛譜 (1),斐少将譜 (1),古樂龍笛譜 (1),,,,
1615,,切笛譜 (1),館林侯譜 (1),水戸御系譜 (1),,,,
1616,,流乱譜 (1),灌頂系譜 (1),北大路系譜 (1),,,,
1617,,四絃譜 (1),模様図譜 (1),北村家系譜 (1),,,,
1618,,一部譜 (1),茶道系譜 (1),川円山系譜 (1),,,,
1619,,管略譜 (1),絵師系譜 (1),信綱家系譜 (1),,,,
1620,,鳳音譜 (1),文哉画譜 (1),琢書上系譜 (1),,,,
1621,,管古譜 (1),県草木譜 (1),肝属氏系譜 (1),,,,
1622,,声墨譜 (1),西園魚譜 (1),院門跡系譜 (1),,,,
1623,,方響譜 (1),水人薓譜 (1),重脩諸家譜 (1),,,,
1624,,笙調譜 (1),近代銭譜 (1),徳川家家譜 (1),,,,
1625,,笙秘譜 (1),文考銭譜 (1),鍋島家家譜 (1),,,,
1626,,律秘譜 (1),旦古泉譜 (1),庵和尚年譜 (1),,,,
1627,,鳳箏譜 (1),上派系譜 (1),川忠興公譜 (1),,,,
1628,,鳳笛譜 (1),芸林名譜 (1),筑紫流箏譜 (1),,,,
1629,,付箏譜 (1),聚珍画譜 (1),王腕磨名譜 (1),,,,
1630,,梵讃譜 (1),世遺印譜 (1),草苅家系譜 (1),,,,
1631,,毎息譜 (1),林家印譜 (1),櫛笥家系譜 (1),,,,
1632,,子箏譜 (1),鐔工系譜 (1),野三党系譜 (1),,,,
1633,,子笛譜 (1),碗師統譜 (1),倉橋家系譜 (1),,,,
1634,,楽笙譜 (1),三家刀譜 (1),川大衡系譜 (1),,,,
1635,,対照譜 (1),家年暦譜 (1),黒木家系譜 (1),,,,
1636,,祭楽譜 (1),帝王印譜 (1),び直茂公譜 (1),,,,
1637,,承系譜 (1),古玉図譜 (1),鍋島茂里譜 (1),,,,
1638,,基政譜 (1),陶工名譜 (1),天満宮年譜 (1),,,,
1639,,子舞譜 (1),漆工名譜 (1),一家御系譜 (1),,,,
1640,,舞旧譜 (1),淇園印譜 (1),皇胤御系譜 (1),,,,
1641,,和舞譜 (1),兄弟系譜 (1),公儀御系譜 (1),,,,
1642,,流琴譜 (1),鉄斎印譜 (1),家等之系譜 (1),,,,
1643,,歌舞譜 (1),玉田印譜 (1),文書並系譜 (1),,,,
1644,,附楽譜 (1),井氏印譜 (1),體新書圖譜 (1),,,,
1645,,序笙譜 (1),貫道印譜 (1),川佰莚之譜 (1),,,,
1646,,舞秘譜 (1),英家印譜 (1),徳公略年譜 (1),,,,
1647,,頭私譜 (1),土佐印譜 (1),酒井家系譜 (1),,,,
1648,,竜管譜 (1),楽遺印譜 (1),松平氏年譜 (1),,,,
1649,,絃楽譜 (1),谷遺印譜 (1),氏始祖系譜 (1),,,,
1650,,笛曲譜 (1),米庵印譜 (1),千葉家系譜 (1),,,,
1651,,笛全譜 (1),芦雪印譜 (1),高麗龍笛譜 (1),,,,
1652,,笛本譜 (1),華山印譜 (1),附物仮名譜 (1),,,,
1653,,笛要譜 (1),年方印譜 (1),龍笛遠曲譜 (1),,,,
1654,,両皷譜 (1),貫義印譜 (1),序遠曲秘譜 (1),,,,
1655,,糸竹譜 (1),芙蓉印譜 (1),興公御年譜 (1),,,,
